filename,x_box,y_box,w,h,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
2078.jpg,301.0,241.0,52.5,72.5,353.75,241.25,301.25,241.25,301.25,313.75,353.75,313.75,353.75,241.25
1602.jpg,311.0,236.0,88.75,90.0,400.0,236.25,311.25,236.25,311.25,326.25,400.0,326.25,400.0,236.25
754.jpg,290.0,253.0,68.75,78.75,358.75,252.5,290.0,252.5,290.0,331.25,358.75,331.25,358.75,252.5
626.jpg,70.0,169.0,187.5,167.5,257.5,168.75,70.0,168.75,70.0,336.25,257.5,336.25,257.5,168.75
2046.jpg,253.0,281.0,52.5,67.5,305.0,281.25,252.5,281.25,252.5,348.75,305.0,348.75,305.0,281.25
129.jpg,318.0,188.0,136.25,133.75,453.75,187.5,317.5,187.5,317.5,321.25,453.75,321.25,453.75,187.5
843.jpg,339.0,226.0,96.25,96.25,435.0,226.25,338.75,226.25,338.75,322.5,435.0,322.5,435.0,226.25
323.jpg,199.0,160.0,178.75,138.75,377.5,160.0,198.75,160.0,198.75,298.75,377.5,298.75,377.5,160.0
1423.jpg,310.0,214.0,147.5,108.75,457.5,213.75,310.0,213.75,310.0,322.5,457.5,322.5,457.5,213.75
14.jpg,175.0,159.0,157.5,161.25,332.5,158.75,175.0,158.75,175.0,320.0,332.5,320.0,332.5,158.75
2132.jpg,399.0,276.0,52.5,56.25,451.25,276.25,398.75,276.25,398.75,332.5,451.25,332.5,451.25,276.25
215.jpg,268.0,290.0,80.0,86.25,347.5,290.0,267.5,290.0,267.5,376.25,347.5,376.25,347.5,290.0
1185.jpg,278.0,279.0,111.25,113.75,388.75,278.75,277.5,278.75,277.5,392.5,388.75,392.5,388.75,278.75
1427.jpg,255.0,223.0,133.75,118.75,388.75,222.5,255.0,222.5,255.0,341.25,388.75,341.25,388.75,222.5
1617.jpg,309.0,268.0,98.75,87.5,407.5,267.5,308.75,267.5,308.75,355.0,407.5,355.0,407.5,267.5
864.jpg,221.0,405.0,114.125,103.587,335.375,405.0,221.25,405.0,221.25,508.587,335.375,508.587,335.375,405.0
516.jpg,155.0,248.0,141.25,120.0,296.25,247.5,155.0,247.5,155.0,367.5,296.25,367.5,296.25,247.5
597.jpg,243.0,329.0,142.5,132.5,385.0,328.75,242.5,328.75,242.5,461.25,385.0,461.25,385.0,328.75
195.jpg,201.0,216.0,193.75,235.0,395.0,216.25,201.25,216.25,201.25,451.25,395.0,451.25,395.0,216.25
288.jpg,120.0,225.0,185.0,183.75,305.0,225.0,120.0,225.0,120.0,408.75,305.0,408.75,305.0,225.0
950.jpg,209.0,385.0,126.25,111.25,335.0,385.0,208.75,385.0,208.75,496.25,335.0,496.25,335.0,385.0
1338.jpg,190.0,389.0,93.75,113.75,283.75,388.75,190.0,388.75,190.0,502.5,283.75,502.5,283.75,388.75
1561.jpg,370.0,251.0,53.75,65.0,423.75,251.25,370.0,251.25,370.0,316.25,423.75,316.25,423.75,251.25
549.jpg,248.0,356.0,88.75,77.5,336.25,356.25,247.5,356.25,247.5,433.75,336.25,433.75,336.25,356.25
156.jpg,268.0,259.0,138.75,126.25,406.25,258.75,267.5,258.75,267.5,385.0,406.25,385.0,406.25,258.75
419.jpg,196.0,285.0,76.25,91.25,272.5,285.0,196.25,285.0,196.25,376.25,272.5,376.25,272.5,285.0
922.jpg,296.0,219.0,163.75,168.75,460.0,218.75,296.25,218.75,296.25,387.5,460.0,387.5,460.0,218.75
477.jpg,228.0,273.0,91.25,92.5,318.75,272.5,227.5,272.5,227.5,365.0,318.75,365.0,318.75,272.5
1393.jpg,259,254,150,140,408.75,253.75,258.75,253.75,258.75,393.75,408.75,393.75,408.75,253.75
553.jpg,264.0,273.0,177.5,172.5,441.25,272.5,263.75,272.5,263.75,445.0,441.25,445.0,441.25,272.5
390.jpg,341.0,208.0,76.25,92.5,417.5,207.5,341.25,207.5,341.25,300.0,417.5,300.0,417.5,207.5
578.jpg,320,220,105,105,425,220,320,220,320,325,425,325,425,220
1928.jpg,326,238,165,120,491.25,237.5,326.25,237.5,326.25,357.5,491.25,357.5,491.25,237.5
2058.jpg,231.0,285.0,93.75,71.25,325.0,285.0,231.25,285.0,231.25,356.25,325.0,356.25,325.0,285.0
1857.jpg,225.0,144.0,141.25,102.5,366.25,143.75,225.0,143.75,225.0,246.25,366.25,246.25,366.25,143.75
820.jpg,163.0,284.0,67.5,81.25,230.0,283.75,162.5,283.75,162.5,365.0,230.0,365.0,230.0,283.75
2056.jpg,234.0,278.0,73.75,81.25,307.5,277.5,233.75,277.5,233.75,358.75,307.5,358.75,307.5,277.5
1006.jpg,471.0,326.0,2.5,7.5,473.75,326.25,471.25,326.25,471.25,333.75,473.75,333.75,473.75,326.25
1192.jpg,208.0,225.0,105.0,78.75,312.5,225.0,207.5,225.0,207.5,303.75,312.5,303.75,312.5,225.0
664.jpg,190.0,176.0,151.25,98.75,341.25,176.25,190.0,176.25,190.0,275.0,341.25,275.0,341.25,176.25
1703.jpg,148.0,279.0,61.25,57.5,208.75,278.75,147.5,278.75,147.5,336.25,208.75,336.25,208.75,278.75
142.jpg,71.0,169.0,200.0,188.75,271.25,168.75,71.25,168.75,71.25,357.5,271.25,357.5,271.25,168.75
1717.jpg,116.0,300.0,102.5,143.75,218.75,300.0,116.25,300.0,116.25,443.75,218.75,443.75,218.75,300.0
1394.jpg,205.0,268.0,75.0,81.25,280.0,267.5,205.0,267.5,205.0,348.75,280.0,348.75,280.0,267.5
421.jpg,155.0,376.0,87.5,102.5,242.5,376.25,155.0,376.25,155.0,478.75,242.5,478.75,242.5,376.25
799.jpg,365.0,278.0,60.0,96.25,425.0,277.5,365.0,277.5,365.0,373.75,425.0,373.75,425.0,277.5
615.jpg,299.0,271.0,66.25,97.5,365.0,271.25,298.75,271.25,298.75,368.75,365.0,368.75,365.0,271.25
295.jpg,191.0,390.0,101.25,113.75,292.5,390.0,191.25,390.0,191.25,503.75,292.5,503.75,292.5,390.0
401.jpg,179.0,320.0,193.75,193.75,372.5,320.0,178.75,320.0,178.75,513.75,372.5,513.75,372.5,320.0
88.jpg,95.0,129.0,201.25,196.25,296.25,128.75,95.0,128.75,95.0,325.0,296.25,325.0,296.25,128.75
1506.jpg,253.0,275.0,36.25,37.5,288.75,275.0,252.5,275.0,252.5,312.5,288.75,312.5,288.75,275.0
2112.jpg,164.0,144.0,117.5,110.0,281.25,143.75,163.75,143.75,163.75,253.75,281.25,253.75,281.25,143.75
131.jpg,248.0,271.0,67.5,70.0,315.0,271.25,247.5,271.25,247.5,341.25,315.0,341.25,315.0,271.25
1455.jpg,385.0,408.0,93.75,68.75,478.75,407.5,385.0,407.5,385.0,476.25,478.75,476.25,478.75,407.5
1942.jpg,165.0,325.0,102.5,95.0,267.5,325.0,165.0,325.0,165.0,420.0,267.5,420.0,267.5,325.0
1523.jpg,274.0,221.0,95.0,82.5,368.75,221.25,273.75,221.25,273.75,303.75,368.75,303.75,368.75,221.25
1697.jpg,339.0,220.0,63.75,76.25,402.5,220.0,338.75,220.0,338.75,296.25,402.5,296.25,402.5,220.0
724.jpg,209.0,229.0,193.75,235.0,402.5,228.75,208.75,228.75,208.75,463.75,402.5,463.75,402.5,228.75
1293.jpg,341.0,210.0,111.25,106.25,452.5,210.0,341.25,210.0,341.25,316.25,452.5,316.25,452.5,210.0
269.jpg,223.0,283.0,65.0,82.5,287.5,282.5,222.5,282.5,222.5,365.0,287.5,365.0,287.5,282.5
1542.jpg,394.0,225.0,50.0,56.25,443.75,225.0,393.75,225.0,393.75,281.25,443.75,281.25,443.75,225.0
917.jpg,171.0,324.0,166.25,170.0,337.5,323.75,171.25,323.75,171.25,493.75,337.5,493.75,337.5,323.75
1667.jpg,304.0,281.0,86.25,85.0,390.0,281.25,303.75,281.25,303.75,366.25,390.0,366.25,390.0,281.25
1493.jpg,146.0,185.0,86.25,108.75,232.5,185.0,146.25,185.0,146.25,293.75,232.5,293.75,232.5,185.0
375.jpg,321.0,130.0,165.0,136.25,486.25,130.0,321.25,130.0,321.25,266.25,486.25,266.25,486.25,130.0
333.jpg,246.0,301.0,87.5,87.5,333.75,301.25,246.25,301.25,246.25,388.75,333.75,388.75,333.75,301.25
1658.jpg,209.0,168.0,176.25,132.5,385.0,167.5,208.75,167.5,208.75,300.0,385.0,300.0,385.0,167.5
1989.jpg,143.0,306.0,137.5,123.75,280.0,306.25,142.5,306.25,142.5,430.0,280.0,430.0,280.0,306.25
910.jpg,430.0,304.0,75.0,101.25,505.0,303.75,430.0,303.75,430.0,405.0,505.0,405.0,505.0,303.75
776.jpg,314.0,253.0,82.5,52.5,396.25,252.5,313.75,252.5,313.75,305.0,396.25,305.0,396.25,252.5
1723.jpg,275.0,285.0,60.0,66.25,335.0,285.0,275.0,285.0,275.0,351.25,335.0,351.25,335.0,285.0
328.jpg,188.0,240.0,85.0,88.75,272.5,240.0,187.5,240.0,187.5,328.75,272.5,328.75,272.5,240.0
1731.jpg,295.0,160.0,257.5,141.25,552.5,160.0,295.0,160.0,295.0,301.25,552.5,301.25,552.5,160.0
12.jpg,148.0,216.0,225.0,182.5,372.5,216.25,147.5,216.25,147.5,398.75,372.5,398.75,372.5,216.25
897.jpg,359.0,234.0,112.5,122.5,471.25,233.75,358.75,233.75,358.75,356.25,471.25,356.25,471.25,233.75
171.jpg,189.0,265.0,181.25,132.5,370.0,265.0,188.75,265.0,188.75,397.5,370.0,397.5,370.0,265.0
260.jpg,294.0,216.0,108.75,102.5,402.5,216.25,293.75,216.25,293.75,318.75,402.5,318.75,402.5,216.25
1823.jpg,228.0,258.0,70.0,96.25,297.5,257.5,227.5,257.5,227.5,353.75,297.5,353.75,297.5,257.5
1600.jpg,339.0,200.0,100.0,98.75,438.75,200.0,338.75,200.0,338.75,298.75,438.75,298.75,438.75,200.0
901.jpg,221.0,163.0,138.75,130.0,360.0,162.5,221.25,162.5,221.25,292.5,360.0,292.5,360.0,162.5
258.jpg,286.0,271.0,62.5,80.0,348.75,271.25,286.25,271.25,286.25,351.25,348.75,351.25,348.75,271.25
844.jpg,248.0,223.0,78.75,70.0,326.25,222.5,247.5,222.5,247.5,292.5,326.25,292.5,326.25,222.5
138.jpg,206.0,405.0,93.75,83.75,300.0,405.0,206.25,405.0,206.25,488.75,300.0,488.75,300.0,405.0
319.jpg,285.0,189.0,116.25,100.0,401.25,188.75,285.0,188.75,285.0,288.75,401.25,288.75,401.25,188.75
1728.jpg,318,183,105,205,422.5,182.5,317.5,182.5,317.5,387.5,422.5,387.5,422.5,182.5
1414.jpg,213.0,275.0,95.0,91.25,307.5,275.0,212.5,275.0,212.5,366.25,307.5,366.25,307.5,275.0
1330.jpg,294,325,125,105,418.75,325.0,293.75,325.0,293.75,430.0,418.75,430.0,418.75,325.0
558.jpg,146.0,186.0,141.25,158.75,287.5,186.25,146.25,186.25,146.25,345.0,287.5,345.0,287.5,186.25
139.jpg,278.0,193.0,122.5,111.25,400.0,192.5,277.5,192.5,277.5,303.75,400.0,303.75,400.0,192.5
1959.jpg,278.0,243.0,103.75,97.5,381.25,242.5,277.5,242.5,277.5,340.0,381.25,340.0,381.25,242.5
531.jpg,284.0,379.0,123.75,108.75,407.5,378.75,283.75,378.75,283.75,487.5,407.5,487.5,407.5,378.75
224.jpg,131.0,354.0,296.25,161.25,427.5,353.75,131.25,353.75,131.25,515.0,427.5,515.0,427.5,353.75
723.jpg,245.0,304.0,51.25,66.25,296.25,303.75,245.0,303.75,245.0,370.0,296.25,370.0,296.25,303.75
1940.jpg,236.0,251.0,76.25,90.0,312.5,251.25,236.25,251.25,236.25,341.25,312.5,341.25,312.5,251.25
1660.jpg,236.0,275.0,67.5,88.75,303.75,275.0,236.25,275.0,236.25,363.75,303.75,363.75,303.75,275.0
325.jpg,259.0,294.0,53.75,65.0,312.5,293.75,258.75,293.75,258.75,358.75,312.5,358.75,312.5,293.75
1428.jpg,351.0,193.0,123.75,112.5,475.0,192.5,351.25,192.5,351.25,305.0,475.0,305.0,475.0,192.5
1226.jpg,318.0,238.0,83.75,106.25,401.25,237.5,317.5,237.5,317.5,343.75,401.25,343.75,401.25,237.5
714.jpg,369.0,370.0,65.0,97.5,433.75,370.0,368.75,370.0,368.75,467.5,433.75,467.5,433.75,370.0
846.jpg,200.0,165.0,182.5,141.25,382.5,165.0,200.0,165.0,200.0,306.25,382.5,306.25,382.5,165.0
193.jpg,105.0,129.0,148.75,135.0,253.75,128.75,105.0,128.75,105.0,263.75,253.75,263.75,253.75,128.75
573.jpg,230.0,230.0,136.25,151.25,366.25,230.0,230.0,230.0,230.0,381.25,366.25,381.25,366.25,230.0
946.jpg,205.0,126.0,121.25,140.0,326.25,126.25,205.0,126.25,205.0,266.25,326.25,266.25,326.25,126.25
503.jpg,195.0,273.0,72.5,82.5,267.5,272.5,195.0,272.5,195.0,355.0,267.5,355.0,267.5,272.5
1586.jpg,368.0,249.0,67.5,76.25,435.0,248.75,367.5,248.75,367.5,325.0,435.0,325.0,435.0,248.75
1316.jpg,239,234,170,210,408.75,233.75,238.75,233.75,238.75,443.75,408.75,443.75,408.75,233.75
2019.jpg,374.0,370.0,105.0,92.5,478.75,370.0,373.75,370.0,373.75,462.5,478.75,462.5,478.75,370.0
3.jpg,245.0,358.0,138.75,166.25,383.75,357.5,245.0,357.5,245.0,523.75,383.75,523.75,383.75,357.5
1562.jpg,271.0,209.0,108.75,108.75,380.0,208.75,271.25,208.75,271.25,317.5,380.0,317.5,380.0,208.75
467.jpg,289.0,371.0,180.0,137.5,468.75,371.25,288.75,371.25,288.75,508.75,468.75,508.75,468.75,371.25
5.jpg,293.0,150.0,182.5,135.0,475.0,150.0,292.5,150.0,292.5,285.0,475.0,285.0,475.0,150.0
1556.jpg,336.0,275.0,82.5,81.25,418.75,275.0,336.25,275.0,336.25,356.25,418.75,356.25,418.75,275.0
547.jpg,283.0,181.0,156.25,126.25,438.75,181.25,282.5,181.25,282.5,307.5,438.75,307.5,438.75,181.25
228.jpg,300.0,183.0,95.0,97.5,395.0,182.5,300.0,182.5,300.0,280.0,395.0,280.0,395.0,182.5
1063.jpg,85.0,300.0,203.75,205.0,288.75,300.0,85.0,300.0,85.0,505.0,288.75,505.0,288.75,300.0
542.jpg,325,205,140,105,465,205,325,205,325,310,465,310,465,205
242.jpg,294.0,225.0,93.75,86.25,387.5,225.0,293.75,225.0,293.75,311.25,387.5,311.25,387.5,225.0
898.jpg,293.0,234.0,62.5,67.5,355.0,233.75,292.5,233.75,292.5,301.25,355.0,301.25,355.0,233.75
1284.jpg,243.0,389.0,168.75,133.75,411.25,388.75,242.5,388.75,242.5,522.5,411.25,522.5,411.25,388.75
1160.jpg,214.0,264.0,75.0,93.75,288.75,263.75,213.75,263.75,213.75,357.5,288.75,357.5,288.75,263.75
1344.jpg,293.0,251.0,140.0,142.5,432.5,251.25,292.5,251.25,292.5,393.75,432.5,393.75,432.5,251.25
1231.jpg,240.0,264.0,47.5,66.25,287.5,263.75,240.0,263.75,240.0,330.0,287.5,330.0,287.5,263.75
842.jpg,239.0,214.0,110.0,103.75,348.75,213.75,238.75,213.75,238.75,317.5,348.75,317.5,348.75,213.75
1610.jpg,271.0,290.0,86.25,131.25,357.5,290.0,271.25,290.0,271.25,421.25,357.5,421.25,357.5,290.0
1307.jpg,330.0,194.0,91.25,92.5,421.25,193.75,330.0,193.75,330.0,286.25,421.25,286.25,421.25,193.75
276.jpg,254.0,283.0,78.75,140.0,332.5,282.5,253.75,282.5,253.75,422.5,332.5,422.5,332.5,282.5
661.jpg,184.0,351.0,138.75,128.75,322.5,351.25,183.75,351.25,183.75,480.0,322.5,480.0,322.5,351.25
1366.jpg,290.0,245.0,156.925,135.5,446.925,245.0,290.0,245.0,290.0,380.5,446.925,380.5,446.925,245.0
314.jpg,228.0,246.0,63.75,106.25,291.25,246.25,227.5,246.25,227.5,352.5,291.25,352.5,291.25,246.25
691.jpg,224.0,229.0,93.75,156.25,317.5,228.75,223.75,228.75,223.75,385.0,317.5,385.0,317.5,228.75
1841.jpg,171.0,335.0,212.5,215.0,383.75,335.0,171.25,335.0,171.25,550.0,383.75,550.0,383.75,335.0
424.jpg,263.0,284.0,128.75,130.0,391.25,283.75,262.5,283.75,262.5,413.75,391.25,413.75,391.25,283.75
594.jpg,360.0,221.0,103.75,85.0,463.75,221.25,360.0,221.25,360.0,306.25,463.75,306.25,463.75,221.25
2126.jpg,111,318,115,145,226.25,317.5,111.25,317.5,111.25,462.5,226.25,462.5,226.25,317.5
622.jpg,209.0,386.0,102.5,101.25,311.25,386.25,208.75,386.25,208.75,487.5,311.25,487.5,311.25,386.25
1323.jpg,310.0,216.0,85.0,93.75,395.0,216.25,310.0,216.25,310.0,310.0,395.0,310.0,395.0,216.25
1499.jpg,274.0,133.0,163.75,173.75,437.5,132.5,273.75,132.5,273.75,306.25,437.5,306.25,437.5,132.5
227.jpg,281.0,174.0,107.5,90.0,388.75,173.75,281.25,173.75,281.25,263.75,388.75,263.75,388.75,173.75
1268.jpg,251.0,289.0,58.75,60.0,310.0,288.75,251.25,288.75,251.25,348.75,310.0,348.75,310.0,288.75
1169.jpg,331.0,209.0,82.5,72.5,413.75,208.75,331.25,208.75,331.25,281.25,413.75,281.25,413.75,208.75
1512.jpg,326.0,266.0,80.0,96.25,406.25,266.25,326.25,266.25,326.25,362.5,406.25,362.5,406.25,266.25
1245.jpg,364.0,156.0,108.75,130.0,472.5,156.25,363.75,156.25,363.75,286.25,472.5,286.25,472.5,156.25
66.jpg,214.0,181.0,121.25,122.5,335.0,181.25,213.75,181.25,213.75,303.75,335.0,303.75,335.0,181.25
24.jpg,293.0,335.0,117.5,88.75,410.0,335.0,292.5,335.0,292.5,423.75,410.0,423.75,410.0,335.0
144.jpg,225.0,259.0,130.0,131.25,355.0,258.75,225.0,258.75,225.0,390.0,355.0,390.0,355.0,258.75
536.jpg,173.0,148.0,108.75,101.25,281.25,147.5,172.5,147.5,172.5,248.75,281.25,248.75,281.25,147.5
811.jpg,376,229,55,70,431.25,228.75,376.25,228.75,376.25,298.75,431.25,298.75,431.25,228.75
1270.jpg,146,314,140,130,286.25,313.75,146.25,313.75,146.25,443.75,286.25,443.75,286.25,313.75
85.jpg,206,336,180,155,386.25,336.25,206.25,336.25,206.25,491.25,386.25,491.25,386.25,336.25
1508.jpg,270.0,279.0,117.5,93.75,387.5,278.75,270.0,278.75,270.0,372.5,387.5,372.5,387.5,278.75
1336.jpg,274.0,255.0,172.5,120.0,446.25,255.0,273.75,255.0,273.75,375.0,446.25,375.0,446.25,255.0
1797.jpg,235.0,230.0,105.0,102.5,340.0,230.0,235.0,230.0,235.0,332.5,340.0,332.5,340.0,230.0
2040.jpg,186.0,309.0,182.5,157.5,368.75,308.75,186.25,308.75,186.25,466.25,368.75,466.25,368.75,308.75
2051.jpg,268.0,379.0,130.0,113.75,397.5,378.75,267.5,378.75,267.5,492.5,397.5,492.5,397.5,378.75
1554.jpg,88.0,239.0,91.25,68.75,178.75,238.75,87.5,238.75,87.5,307.5,178.75,307.5,178.75,238.75
1654.jpg,314.0,249.0,61.25,93.75,375.0,248.75,313.75,248.75,313.75,342.5,375.0,342.5,375.0,248.75
362.jpg,348.0,134.0,116.25,108.75,463.75,133.75,347.5,133.75,347.5,242.5,463.75,242.5,463.75,133.75
2013.jpg,101.0,155.0,155.0,161.25,256.25,155.0,101.25,155.0,101.25,316.25,256.25,316.25,256.25,155.0
1355.jpg,213.0,184.0,168.75,116.25,381.25,183.75,212.5,183.75,212.5,300.0,381.25,300.0,381.25,183.75
1026.jpg,193.0,400.0,76.25,85.0,268.75,400.0,192.5,400.0,192.5,485.0,268.75,485.0,268.75,400.0
1030.jpg,326.0,246.0,72.5,68.75,398.75,246.25,326.25,246.25,326.25,315.0,398.75,315.0,398.75,246.25
1375.jpg,248.0,141.0,96.25,105.0,343.75,141.25,247.5,141.25,247.5,246.25,343.75,246.25,343.75,141.25
1795.jpg,320.0,205.0,58.75,77.5,378.75,205.0,320.0,205.0,320.0,282.5,378.75,282.5,378.75,205.0
2106.jpg,329.0,126.0,156.25,147.5,485.0,126.25,328.75,126.25,328.75,273.75,485.0,273.75,485.0,126.25
665.jpg,288.0,269.0,96.25,83.75,383.75,268.75,287.5,268.75,287.5,352.5,383.75,352.5,383.75,268.75
364.jpg,280.0,248.0,122.5,135.0,402.5,247.5,280.0,247.5,280.0,382.5,402.5,382.5,402.5,247.5
77.jpg,211,283,80,95,291.25,282.5,211.25,282.5,211.25,377.5,291.25,377.5,291.25,282.5
27.jpg,73.0,313.0,141.25,117.5,213.75,312.5,72.5,312.5,72.5,430.0,213.75,430.0,213.75,312.5
1628.jpg,205.0,264.0,107.5,106.25,312.5,263.75,205.0,263.75,205.0,370.0,312.5,370.0,312.5,263.75
525.jpg,168.0,321.0,206.25,172.5,373.75,321.25,167.5,321.25,167.5,493.75,373.75,493.75,373.75,321.25
725.jpg,333,275,130,115,462.5,275.0,332.5,275.0,332.5,390.0,462.5,390.0,462.5,275.0
55.jpg,298.0,280.0,71.25,77.5,368.75,280.0,297.5,280.0,297.5,357.5,368.75,357.5,368.75,280.0
638.jpg,289,244,85,85,373.75,243.75,288.75,243.75,288.75,328.75,373.75,328.75,373.75,243.75
302.jpg,195.0,168.0,125.0,142.5,320.0,167.5,195.0,167.5,195.0,310.0,320.0,310.0,320.0,167.5
718.jpg,233.0,354.0,122.5,120.0,355.0,353.75,232.5,353.75,232.5,473.75,355.0,473.75,355.0,353.75
624.jpg,351.0,326.0,156.25,171.25,507.5,326.25,351.25,326.25,351.25,497.5,507.5,497.5,507.5,326.25
7.jpg,350.0,288.0,42.5,52.5,392.5,287.5,350.0,287.5,350.0,340.0,392.5,340.0,392.5,287.5
803.jpg,339.0,209.0,81.25,80.0,420.0,208.75,338.75,208.75,338.75,288.75,420.0,288.75,420.0,208.75
1049.jpg,298.0,255.0,66.25,71.25,363.75,255.0,297.5,255.0,297.5,326.25,363.75,326.25,363.75,255.0
336.jpg,200.0,259.0,243.75,338.75,443.75,258.75,200.0,258.75,200.0,597.5,443.75,597.5,443.75,258.75
47.jpg,196.0,133.0,112.5,121.25,308.75,132.5,196.25,132.5,196.25,253.75,308.75,253.75,308.75,132.5
2036.jpg,360.0,320.0,131.25,133.75,491.25,320.0,360.0,320.0,360.0,453.75,491.25,453.75,491.25,320.0
106.jpg,139.0,273.0,157.5,142.5,296.25,272.5,138.75,272.5,138.75,415.0,296.25,415.0,296.25,272.5
349.jpg,246.0,236.0,226.25,163.75,472.5,236.25,246.25,236.25,246.25,400.0,472.5,400.0,472.5,236.25
1079.jpg,328,310,70,80,397.5,310.0,327.5,310.0,327.5,390.0,397.5,390.0,397.5,310.0
238.jpg,64.0,276.0,127.5,135.0,191.25,276.25,63.75,276.25,63.75,411.25,191.25,411.25,191.25,276.25
213.jpg,314.0,284.0,72.5,87.5,386.25,283.75,313.75,283.75,313.75,371.25,386.25,371.25,386.25,283.75
1144.jpg,306.0,289.0,116.25,96.25,422.5,288.75,306.25,288.75,306.25,385.0,422.5,385.0,422.5,288.75
1418.jpg,210.0,270.0,81.25,105.0,291.25,270.0,210.0,270.0,210.0,375.0,291.25,375.0,291.25,270.0
1289.jpg,271.0,354.0,125.0,121.25,396.25,353.75,271.25,353.75,271.25,475.0,396.25,475.0,396.25,353.75
793.jpg,231.0,300.0,77.5,58.75,308.75,300.0,231.25,300.0,231.25,358.75,308.75,358.75,308.75,300.0
1096.jpg,143.0,316.0,226.25,172.5,368.75,316.25,142.5,316.25,142.5,488.75,368.75,488.75,368.75,316.25
1332.jpg,339.0,228.0,80.0,76.25,418.75,227.5,338.75,227.5,338.75,303.75,418.75,303.75,418.75,227.5
1273.jpg,303.0,289.0,123.75,102.5,426.25,288.75,302.5,288.75,302.5,391.25,426.25,391.25,426.25,288.75
1789.jpg,263.0,313.0,100.0,77.5,362.5,312.5,262.5,312.5,262.5,390.0,362.5,390.0,362.5,312.5
1888.jpg,225.0,258.0,91.25,112.5,316.25,257.5,225.0,257.5,225.0,370.0,316.25,370.0,316.25,257.5
523.jpg,276.0,268.0,70.0,61.25,346.25,267.5,276.25,267.5,276.25,328.75,346.25,328.75,346.25,267.5
232.jpg,289.0,329.0,188.75,156.25,477.5,328.75,288.75,328.75,288.75,485.0,477.5,485.0,477.5,328.75
644.jpg,281.0,369.0,60.0,47.5,341.25,368.75,281.25,368.75,281.25,416.25,341.25,416.25,341.25,368.75
1708.jpg,239.0,330.0,102.5,118.75,341.25,330.0,238.75,330.0,238.75,448.75,341.25,448.75,341.25,330.0
533.jpg,229.0,276.0,80.0,101.25,308.75,276.25,228.75,276.25,228.75,377.5,308.75,377.5,308.75,276.25
1709.jpg,221.0,255.0,98.75,117.5,320.0,255.0,221.25,255.0,221.25,372.5,320.0,372.5,320.0,255.0
603.jpg,226.0,271.0,91.25,90.0,317.5,271.25,226.25,271.25,226.25,361.25,317.5,361.25,317.5,271.25
1472.jpg,243.0,355.0,173.75,170.0,416.25,355.0,242.5,355.0,242.5,525.0,416.25,525.0,416.25,355.0
1074.jpg,225.0,260.0,85.0,97.5,310.0,260.0,225.0,260.0,225.0,357.5,310.0,357.5,310.0,260.0
1992.jpg,189.0,195.0,130.0,147.5,318.75,195.0,188.75,195.0,188.75,342.5,318.75,342.5,318.75,195.0
60.jpg,303.0,256.0,71.25,95.0,373.75,256.25,302.5,256.25,302.5,351.25,373.75,351.25,373.75,256.25
1429.jpg,221,229,115,110,336.25,228.75,221.25,228.75,221.25,338.75,336.25,338.75,336.25,228.75
92.jpg,289.0,273.0,52.5,78.75,341.25,272.5,288.75,272.5,288.75,351.25,341.25,351.25,341.25,272.5
666.jpg,190.0,155.0,201.25,155.0,391.25,155.0,190.0,155.0,190.0,310.0,391.25,310.0,391.25,155.0
1259.jpg,323.0,343.0,96.25,80.0,418.75,342.5,322.5,342.5,322.5,422.5,418.75,422.5,418.75,342.5
1831.jpg,290.0,263.0,167.5,90.0,457.5,262.5,290.0,262.5,290.0,352.5,457.5,352.5,457.5,262.5
280.jpg,303.0,328.0,208.75,163.75,511.25,327.5,302.5,327.5,302.5,491.25,511.25,491.25,511.25,327.5
1263.jpg,235.0,355.0,160.0,171.25,395.0,355.0,235.0,355.0,235.0,526.25,395.0,526.25,395.0,355.0
359.jpg,236.0,179.0,110.0,123.75,346.25,178.75,236.25,178.75,236.25,302.5,346.25,302.5,346.25,178.75
1785.jpg,428.0,218.0,115.0,111.25,542.5,217.5,427.5,217.5,427.5,328.75,542.5,328.75,542.5,217.5
1322.jpg,276.0,264.0,130.0,162.5,406.25,263.75,276.25,263.75,276.25,426.25,406.25,426.25,406.25,263.75
847.jpg,183.0,155.0,93.75,135.0,276.25,155.0,182.5,155.0,182.5,290.0,276.25,290.0,276.25,155.0
1206.jpg,333.0,158.0,165.0,151.25,497.5,157.5,332.5,157.5,332.5,308.75,497.5,308.75,497.5,157.5
1560.jpg,73.0,309.0,120.0,111.25,192.5,308.75,72.5,308.75,72.5,420.0,192.5,420.0,192.5,308.75
110.jpg,293.0,258.0,137.5,178.75,430.0,257.5,292.5,257.5,292.5,436.25,430.0,436.25,430.0,257.5
42.jpg,331.0,253.0,81.25,77.5,412.5,252.5,331.25,252.5,331.25,330.0,412.5,330.0,412.5,252.5
125.jpg,56,138,240,160,296.25,137.5,56.25,137.5,56.25,297.5,296.25,297.5,296.25,137.5
204.jpg,348,218,65,75,412.5,217.5,347.5,217.5,347.5,292.5,412.5,292.5,412.5,217.5
52.jpg,315.0,264.0,91.25,110.0,406.25,263.75,315.0,263.75,315.0,373.75,406.25,373.75,406.25,263.75
545.jpg,218.0,334.0,188.75,133.75,406.25,333.75,217.5,333.75,217.5,467.5,406.25,467.5,406.25,333.75
